customer_id,trans_date,tran_amount
CS1879,18-Jul-12,49
CS3368,8-Dec-13,55
CS2518,7-Jul-14,47
CS1326,13-Feb-14,90
CS3538,25-Sep-11,88
CS4278,8-Aug-13,37
CS4139,24-Nov-12,55
CS5044,21-Mar-12,81
CS1627,16-Jul-14,57
CS1827,11-Apr-13,70
CS4453,17-Jun-13,91
CS5405,11-Oct-12,89
CS2036,31-Dec-14,87
CS5762,27-Aug-12,92
CS4848,10-May-13,102
CS2817,17-Sep-12,44
CS1460,27-Aug-14,63
CS3516,19-May-14,62
CS3350,15-Aug-14,52
CS2299,12-May-13,94
CS2539,12-Oct-13,39
CS5446,4-Mar-15,87
CS5815,5-Oct-13,99
CS2624,22-Jun-12,62
CS1378,18-Mar-12,73
CS2065,11-Sep-12,93
CS4369,17-Apr-12,53
CS1867,18-Jun-13,43
CS2600,16-Nov-11,92
CS2963,21-Jan-13,93
CS2137,16-Nov-13,105
CS5470,4-May-13,47
CS1246,19-Oct-11,79
CS1327,10-Nov-13,78
CS5198,17-Nov-14,63
CS2287,25-Aug-13,101
CS2323,4-Oct-14,91
CS4209,9-Sep-11,60
CS2044,17-Aug-11,67
CS2149,20-Jan-15,91
CS2547,20-Feb-15,70
CS3162,31-Jan-15,40
CS4186,5-Aug-13,86
CS5584,1-Nov-12,83
CS1366,26-Aug-12,57
CS3563,8-Sep-11,46
CS3773,12-Nov-11,103
CS3249,8-Jan-15,65
CS4743,9-Aug-13,46
CS5617,20-Jun-13,78
CS1570,4-Jun-12,86
CS3481,5-Mar-15,62
CS2294,1-Jun-12,38
CS2985,22-May-13,46
CS1631,15-Jan-14,73
CS2003,28-Aug-12,95
CS1713,28-May-11,69
CS1838,16-Oct-11,79
CS5798,11-Jul-11,86
CS5906,20-Feb-15,96
CS2662,2-Jan-12,77
CS5163,6-Apr-13,88
CS5133,1-Apr-14,56
CS4701,4-Dec-14,94
CS2556,12-Jul-14,73
CS2842,24-Dec-12,43
CS4357,17-Jun-11,97
CS1712,16-Nov-14,72
CS2081,18-Oct-13,73
CS3197,5-Aug-13,60
CS5788,23-Aug-12,58
CS1244,10-Sep-11,101
CS5727,29-Dec-13,95
CS2088,7-Feb-13,38
CS2743,19-Jul-14,85
CS6033,26-Feb-12,62
CS5137,29-Sep-13,70
CS2830,10-Apr-14,92
CS3048,22-Jun-13,104
CS5478,23-Sep-14,54
CS4749,20-Apr-13,81
CS3480,21-Jan-12,55
CS2089,26-Apr-13,103
CS1509,18-Sep-12,84
CS3544,20-Sep-12,66
CS3492,28-Dec-13,80
CS2444,3-Jun-11,69
CS2295,25-Jun-11,53
CS5456,8-Jun-11,76
CS1327,16-Feb-13,91
CS4312,11-Jun-11,100
CS6094,1-Jan-14,89
CS2966,24-May-12,91
CS2320,17-Sep-12,97
CS3442,4-Oct-11,95
CS2206,29-Feb-12,55
CS3270,21-Sep-14,47
CS6030,24-Jun-13,35
CS5014,11-Aug-13,41
CS2651,27-Nov-13,104
CS3721,13-Aug-14,56
CS5935,29-Dec-14,94
CS1656,26-Jun-13,86
CS3127,16-Sep-13,62
CS4303,22-Feb-13,72
CS4678,6-Jun-13,84
CS2761,17-May-13,42
CS1462,9-Feb-12,88
CS4150,14-Mar-12,40
CS2115,13-Jul-11,52
CS3888,26-Jan-13,62
CS1535,10-Sep-11,86
CS2741,26-Sep-12,67
CS2279,2-Aug-12,82
CS3777,26-Aug-12,63
CS2474,19-Oct-13,73
CS4235,17-Nov-14,60
CS3919,12-May-14,66
CS2943,10-Oct-12,51
CS4223,12-Feb-12,72
CS3512,26-Dec-11,98
CS1748,29-Jan-15,85
CS5804,20-Jun-13,82
CS2382,16-Sep-14,35
CS4994,13-Mar-13,97
CS6050,4-Sep-11,53
CS3836,21-Aug-14,52
CS3151,21-Nov-13,84
CS2529,9-Feb-15,92
CS3576,6-Jul-14,74
CS1770,10-Mar-15,76
CS5349,23-Nov-13,87
CS5711,5-Jul-14,66
CS6047,10-Sep-12,96
CS2052,20-Jun-11,63
CS3813,6-Sep-13,41
CS5441,30-Sep-13,49
CS4058,24-Aug-13,86
CS1585,19-Jun-13,49
CS3048,24-May-11,91
CS1503,9-Aug-14,75
CS4573,21-Dec-11,71
CS2935,18-Nov-13,41
CS1983,14-Jul-14,62
CS5035,1-Sep-13,101
CS4277,11-Aug-14,43
CS4800,22-Oct-12,45
CS5523,18-Feb-15,36
CS5845,17-Jul-11,65
CS1905,3-Jun-11,41
CS3258,12-Jun-12,59
CS1657,11-Nov-14,66
CS3677,26-Oct-14,50
CS5285,8-Apr-12,79
CS1648,20-Nov-14,77
CS4180,13-Sep-14,40
CS1906,18-Mar-14,105
CS3284,26-Jan-13,42
CS4087,26-Oct-11,104
CS4153,23-Jul-11,99
CS1950,7-Dec-14,95
CS2179,21-Jul-11,92
CS4886,7-Jan-13,93
CS2508,3-Feb-12,92
CS2015,8-May-12,61
CS3964,7-Feb-14,81
CS2270,17-Aug-12,56
CS5642,29-May-13,56
CS3981,1-Feb-13,61
CS3842,18-Mar-13,103
CS3193,8-Oct-13,50
CS2835,26-Nov-13,87
CS5749,24-Aug-11,89
CS3383,4-Jul-13,38
CS4503,4-Aug-11,78
CS2533,22-Apr-14,89
CS6107,26-Sep-14,94
CS3289,31-Oct-14,43
CS4793,6-Jun-14,42
CS1924,2-Dec-14,45
CS5609,3-Oct-12,102
CS1365,27-Feb-15,37
CS3419,11-Sep-12,61
CS6001,1-Jan-14,56
CS2263,18-Jun-14,53
CS1383,15-Jul-14,62
CS1439,9-Oct-11,36
CS1459,5-Aug-11,56
CS1131,11-Mar-13,56
CS5526,30-Jul-14,47
CS2109,29-Jan-14,92
CS4512,9-May-14,41
CS5374,2-Jan-14,36
CS1987,11-Dec-11,45
CS1858,11-Sep-13,72
CS4116,28-Jun-11,62
CS3377,16-May-12,104
CS2965,30-Dec-12,67
CS2248,26-Oct-12,48
CS5503,5-Jan-12,60
CS5231,19-Jun-12,95
CS2969,6-Dec-13,46
CS3775,28-Aug-12,58
CS2060,28-Nov-11,50
CS4258,19-Jul-14,42
CS4715,7-Mar-13,75
CS5829,19-Jun-13,47
CS3444,13-Nov-14,89
CS1704,7-Sep-13,38
CS4525,2-Nov-13,93
CS1121,22-Mar-13,40
CS5176,5-Sep-13,105
CS1771,21-Jul-14,58
CS1394,7-Jan-12,96
CS4268,1-Feb-13,76
CS1614,10-Jan-13,94
CS3977,11-Mar-14,48
CS2826,6-Sep-11,50
CS1355,27-Jan-15,39
CS1757,17-Jun-11,95
CS2773,20-Nov-13,91
CS3886,13-Mar-12,87
CS4722,17-Feb-15,72
CS4399,12-Feb-13,73
CS4708,12-Jan-15,78
CS5332,22-Jul-11,49
CS2702,25-Sep-13,92
CS4312,1-Oct-11,61
CS3498,2-Jun-13,43
CS1182,30-Jul-13,90
CS6039,17-Dec-12,55
CS4885,3-Apr-14,58
CS1688,26-Dec-13,105
CS1374,7-Aug-11,77
CS1623,10-Oct-11,88
CS2092,4-Jan-14,77
CS4145,9-Oct-13,43
CS3062,21-Sep-11,90
CS4435,30-Apr-14,102
CS3360,11-Jun-11,104
CS2451,8-Jun-13,56
CS1531,28-Apr-14,71
CS5947,13-May-12,85
CS2867,17-May-14,36
CS4618,27-Aug-14,58
CS3692,13-Jan-13,67
CS1634,4-Mar-12,49
CS2230,31-Jan-13,36
CS3003,14-Aug-11,70
CS2986,29-Jul-13,75
CS2353,23-Nov-11,54
CS2172,24-Jan-15,83
CS3978,29-Nov-14,57
CS5519,20-Oct-11,35
CS5091,28-Jan-12,89
CS2576,1-Nov-12,100
CS3098,1-Jun-11,72
CS3300,28-Jan-15,59
CS4032,7-Aug-11,41
CS3155,13-Sep-14,42
CS3763,6-May-12,68
CS4553,26-Oct-13,48
CS1676,27-Dec-11,78
CS2251,19-Nov-11,61
CS3506,2-Mar-12,53
CS1508,15-Sep-12,77
CS1579,18-Jun-12,71
CS1648,17-Mar-12,50
CS5490,11-Feb-13,93
CS2763,15-Apr-14,104
CS3823,28-Oct-12,91
CS5374,20-Feb-14,85
CS4391,30-Sep-14,59
CS3026,19-Oct-14,47
CS6015,24-Aug-13,93
CS2461,11-Dec-14,69
CS3860,22-Aug-14,40
CS1332,4-Mar-13,63
CS3242,18-Sep-11,99
CS1902,10-Aug-14,57
CS3267,11-Jan-13,38
CS1704,4-May-14,45
CS4062,13-Aug-12,76
CS3032,25-May-11,83
CS2040,18-Feb-14,45
CS2397,17-Jul-12,35
CS2755,30-Aug-14,52
CS4247,28-Jul-12,84
CS4669,4-Mar-13,44
CS5671,9-Sep-13,40
CS4901,6-Jul-14,74
CS3699,10-Dec-12,89
CS4711,15-Apr-14,53
CS1370,31-Aug-12,60
CS5363,15-Mar-15,73
CS1955,10-Aug-14,72
CS5663,2-Feb-14,38
CS2538,31-Dec-11,73
CS1335,29-Nov-11,64
CS3926,24-Feb-12,51
CS3852,9-Apr-13,36
CS5717,17-Apr-14,42
CS3774,16-May-13,47
CS3874,20-May-13,82
CS2535,21-Sep-13,105
CS1395,17-Nov-11,103
CS6047,2-Jul-11,40
CS2214,7-Jan-15,46
CS5500,12-Apr-12,94
CS2005,13-Jan-15,39
CS6101,15-Jun-13,44
CS3228,13-Sep-14,38
CS5365,18-Apr-13,56
CS5228,19-Jun-13,40
CS4783,17-Apr-13,55
CS1346,4-Jul-14,36
CS5404,19-Apr-14,74
CS2089,23-Sep-14,74
CS2864,14-Oct-12,36
CS4053,30-Jul-14,69
CS4292,28-Jun-12,100
CS3934,8-Sep-14,73
CS3550,27-Nov-12,77
CS4423,18-Dec-12,36
CS3332,30-Oct-13,63
CS5389,16-Jul-11,48
CS5283,22-Mar-14,46
CS5372,30-Apr-14,46
CS3155,20-Jan-12,90
CS5549,2-Oct-11,99
CS1920,15-Jan-13,90
CS3129,10-Mar-15,62
CS1953,2-Dec-13,100
CS2298,4-Feb-15,87
CS4412,25-Sep-12,60
CS3532,1-Jul-14,65
CS3571,3-Oct-13,68
CS5818,7-Sep-12,85
CS3645,28-Jan-12,62
CS4446,13-Jun-12,73
CS4337,7-Jan-13,69
CS3116,4-Oct-13,103
CS4351,26-May-12,36
CS3813,29-May-13,45
CS3638,28-Jan-13,67
CS1687,27-Jun-12,85
CS2156,28-Oct-13,47
CS3520,4-May-12,96
CS5493,17-Apr-12,54
CS3036,3-Oct-13,72
CS4942,24-Mar-12,68
CS1514,27-Feb-12,37
CS1624,13-Sep-11,97
CS1512,22-May-14,85
CS2939,27-Oct-13,103
CS4257,28-Nov-12,68
CS2153,25-Sep-11,35
CS6038,14-Aug-11,81
CS3566,14-Jul-13,73
CS5848,4-Dec-14,37
CS3183,22-Oct-13,43
CS3909,13-Jun-13,66
CS4115,5-Oct-14,80
CS4616,26-Oct-13,59
CS4478,28-Oct-12,42
CS2943,27-Dec-13,79
CS2093,3-Jan-14,74
CS5965,27-Oct-11,96
CS3720,23-Jan-15,88
CS2030,11-Jan-13,41
CS5882,26-May-14,42
CS1639,30-Aug-14,91
CS1152,6-May-14,90
CS2414,30-Jun-12,72
CS5096,16-Sep-14,102
CS5469,10-Jan-12,59
CS2852,26-Jan-12,87
CS4402,20-Jul-12,58
CS5061,11-Nov-14,92
CS5188,8-Jul-12,66
CS2996,9-Sep-11,54
CS4951,27-Aug-14,43
CS4902,21-Jun-14,77
CS2022,17-Aug-12,78
CS4424,13-Feb-13,46
CS3856,5-Jul-14,45
CS2737,3-Aug-13,103
CS3936,23-Dec-13,94
CS1663,6-Oct-14,40
CS3394,21-Jun-13,82
CS1888,13-Jul-12,56
CS5947,18-May-11,64
CS4584,13-Jun-14,46
CS5970,25-Jan-13,69
CS2105,20-Dec-13,69
CS1568,31-May-11,97
CS4123,23-Aug-11,37
CS6029,10-Nov-12,61
CS2687,20-Jun-12,35
CS5840,4-May-12,51
CS5480,24-Aug-14,52
CS2648,18-May-13,73
CS4074,27-Dec-13,61
CS1308,29-Sep-14,79
CS5473,3-Sep-13,81
CS4721,27-Jun-14,42
CS5183,15-Feb-13,62
CS4559,4-Feb-14,45
CS5853,29-Jul-13,94
CS3050,23-Sep-12,39
CS5602,24-Sep-11,53
CS4016,25-Jun-14,41
CS2316,28-Dec-12,67
CS2275,14-Jun-14,90
CS2200,19-Jun-13,63
CS5809,1-Oct-14,75
CS6012,10-Aug-12,59
CS2318,12-Jul-14,53
CS2109,12-Feb-13,82
CS4417,17-Sep-13,88
CS5603,28-Sep-13,101
CS5656,30-Jul-13,68
CS2223,6-Nov-12,86
CS3869,7-Mar-12,92
CS4056,31-May-11,42
CS1347,10-Jan-14,75
CS4325,5-Oct-13,86
CS1247,13-Nov-14,43
CS2138,20-Oct-13,91
CS5745,21-Oct-11,49
CS3125,5-Nov-14,104
CS4339,10-Feb-14,92
CS2082,11-Feb-12,44
CS2867,19-Sep-13,85
CS4688,11-Dec-14,65
CS5155,9-Sep-12,100
CS3712,9-Aug-14,72
CS5413,8-Nov-12,45
CS4232,3-Apr-14,105
CS5788,3-Mar-14,73
CS3893,20-Sep-11,53
CS5637,3-Nov-14,74
CS5749,16-Sep-14,92
CS4061,2-Oct-12,41
CS5584,20-Jun-12,97
CS5275,4-Jul-13,91
CS3486,8-Sep-11,86
CS6091,12-Aug-13,52
CS6071,24-Feb-12,35
CS5914,21-Oct-11,104
CS5531,19-Dec-11,85
CS2782,16-Jan-12,77
CS4564,24-Mar-13,88
CS4522,27-Feb-14,85
CS4794,21-Dec-14,74
CS1546,15-Jan-13,72
CS3682,11-Jan-12,79
CS2735,17-Jul-12,68
CS2079,19-May-12,87
CS4442,11-Jan-15,80
CS1284,21-Apr-14,57
CS3299,9-Feb-13,60
CS2081,17-Feb-15,61
CS1427,28-Oct-14,58
CS1982,5-Aug-11,102
CS3247,6-Oct-12,99
CS4330,1-Jan-14,63
CS4485,19-Jan-13,102
CS5145,8-Sep-12,52
CS1365,14-Apr-13,70
CS2931,21-Oct-13,37
CS2375,22-Feb-14,100
CS4820,13-Aug-14,46
CS2215,7-Jun-13,81
CS2610,12-Jun-14,83
CS2935,11-Oct-13,68
CS1857,21-Aug-11,37
CS1705,12-Jan-12,93
CS2553,18-Nov-11,60
CS1972,23-Jul-11,44
CS1113,8-Jul-13,96
CS4401,21-Jan-13,82
CS2479,29-Mar-12,100
CS3642,19-May-13,103
CS2715,12-May-14,86
CS2579,3-Dec-12,59
CS4817,18-Feb-12,67
CS1807,13-Jan-14,71
CS1624,23-Nov-14,101
CS1683,28-Aug-13,95
CS3784,28-Feb-13,83
CS3097,8-Oct-13,82
CS3322,18-Jun-14,43
CS1747,21-Aug-13,71
CS1597,22-Apr-12,47
CS3549,27-Feb-15,97
CS3331,19-Sep-11,95
CS5906,24-Aug-13,74
CS1344,23-Oct-13,72
CS4956,19-Feb-15,93
CS2044,20-Oct-11,35
CS3128,22-Nov-12,54
CS1780,15-Jan-12,35
CS4320,29-Mar-13,52
CS1301,26-Feb-14,68
CS5447,17-Jan-12,43
CS5331,17-Oct-12,98
CS3442,28-Oct-12,93
CS5606,9-Jul-12,64
CS1220,8-Feb-14,99
CS5323,15-Dec-14,96
CS2595,9-Jan-13,44
CS2137,5-Jan-13,37
CS5138,25-Nov-12,64
CS2672,23-Aug-14,60
CS5678,11-Oct-13,35
CS5117,31-Dec-14,105
CS4180,24-Oct-12,49
CS2265,20-Feb-14,48
CS2693,3-Feb-12,82
CS5672,20-Jun-11,52
CS5558,20-Jul-14,57
CS5777,8-Aug-14,74
CS4902,31-Dec-12,103
CS3875,28-Nov-14,55
CS3113,7-Nov-11,53
CS4441,1-Jul-13,94
CS5589,6-Oct-14,102
CS5509,25-Aug-12,85
CS1824,30-Jul-14,102
CS1942,13-Jul-12,94
CS5935,13-Oct-12,64
CS1582,10-Oct-11,92
CS1527,12-Jan-12,51
CS5511,27-Apr-14,77
CS4858,26-Mar-12,46
CS4080,7-Jul-12,93
CS3721,18-Feb-15,83
CS3579,19-Aug-12,81
CS4343,23-Jun-14,99
CS3543,17-May-11,86
CS3520,28-Mar-13,40
CS2746,30-Jan-12,71
CS4294,5-Sep-14,90
CS4175,31-Dec-13,87
CS5785,6-Jan-12,92
CS4059,26-Dec-11,56
CS3630,20-Jun-11,104
CS3281,22-Nov-14,73
CS5553,11-Feb-13,97
CS5909,23-Mar-14,76
CS2914,18-Jun-13,39
CS4814,26-Feb-14,86
CS3376,13-Jun-12,83
CS5725,26-Jan-14,97
CS4610,30-Aug-12,71
CS2162,12-Oct-14,71
CS3941,3-Sep-14,54
CS3776,13-Aug-12,103
CS1688,22-Aug-11,46
CS6082,6-Jun-13,43
CS2900,23-Oct-11,75
CS3051,29-May-12,91
CS5956,6-Nov-13,69
CS3855,23-Feb-12,60
CS4115,3-Oct-12,70
CS4538,25-Aug-13,39
CS3734,13-Nov-12,53
CS5477,6-Dec-13,97
CS1259,27-Mar-12,62
CS3320,18-Jun-13,85
CS3688,15-Jul-13,91
CS3467,12-Aug-13,84
CS5598,17-Feb-13,47
CS4337,26-Apr-12,61
CS1115,10-Aug-11,87
CS1616,23-Sep-14,94
CS2345,5-Nov-13,89
CS1400,24-Jun-11,65
CS3249,24-May-11,94
CS1497,9-Mar-15,49
CS4869,29-Sep-12,105
CS3983,16-May-11,87
CS2979,3-Jul-14,95
CS4797,29-May-14,70
CS1505,15-Jul-12,67
CS2221,5-Dec-11,80
CS1202,18-Mar-14,48
CS2037,18-Feb-13,71
CS5393,19-Jan-14,50
CS6025,1-Jan-13,64
CS4774,8-Jun-11,81
CS4763,28-Sep-13,48
CS4560,7-Dec-14,63
CS3088,15-May-12,57
CS1222,2-Nov-12,104
CS3955,4-Mar-15,104
CS5049,30-Sep-11,53
CS2796,24-Sep-13,63
CS1419,13-Apr-14,86
CS4788,31-Aug-14,35
CS2085,30-Aug-13,38
CS1930,23-Apr-13,63
CS3372,29-Dec-11,55
CS5109,4-Feb-15,94
CS3676,3-Feb-15,83
CS5213,5-Jan-12,90
CS3738,16-Aug-11,82
CS3064,6-Dec-12,65
CS2385,11-Oct-12,61
CS4827,19-Jan-15,71
CS5734,9-Apr-12,88
CS5128,5-Oct-13,46
CS5306,27-Jun-11,98
CS3936,15-Apr-14,88
CS3283,17-Nov-13,80
CS2996,13-Aug-14,58
CS3174,15-Mar-13,86
CS1531,21-Feb-12,102
CS3688,4-Jul-11,41
CS6098,18-Apr-13,81
CS2880,27-Nov-13,57
CS4563,8-Mar-14,36
CS4159,16-Aug-12,60
CS5636,18-Aug-12,38
CS4587,30-Sep-11,94
CS5934,14-Feb-15,57
CS5308,4-Dec-12,70
CS1463,17-Aug-11,46
CS5753,1-May-12,102
CS2534,4-Jun-12,81
CS3851,29-Jul-14,64
CS2722,24-Jun-14,61
CS3435,8-Nov-13,56
CS5885,6-Oct-11,57
CS1194,30-Oct-12,67
CS4201,3-Jun-11,70
CS3742,2-Jan-12,57
CS5937,23-Jul-11,51
CS5373,23-Jun-11,96
CS3433,24-Oct-14,47
CS3772,17-Jun-13,100
CS2359,5-Feb-14,78
CS3699,27-Apr-12,85
CS5430,7-Aug-12,94
CS1182,29-Sep-12,41
CS5301,27-Mar-12,35
CS3332,20-Aug-14,56
CS1785,8-Aug-13,86
CS2687,31-May-13,51
CS3359,6-Mar-15,48
CS5812,5-Nov-13,54
CS3958,28-Aug-14,76
CS2543,11-Feb-13,59
CS4382,11-Jun-12,99
CS5755,8-Jul-11,66
CS6102,14-Jun-14,59
CS1534,27-May-14,75
CS1814,14-Feb-14,39
CS1442,1-Dec-14,41
CS3959,4-Nov-14,45
CS1702,28-Mar-12,53
CS5972,29-Aug-13,61
CS5534,7-May-13,83
CS1603,18-Mar-12,87
CS2785,4-Jul-13,82
CS3671,12-Apr-14,38
CS5231,7-Nov-11,91
CS4322,13-Apr-12,65
CS3299,1-Sep-14,60
CS4009,16-Jul-14,40
CS6098,11-Aug-13,76
CS2686,25-Jan-13,58
CS4434,30-Aug-11,76
CS5143,7-Feb-12,99
CS2986,18-Dec-11,101
CS1829,27-Nov-11,84
CS4180,7-Jan-12,55
CS3156,18-Feb-13,36
CS4959,5-Jul-11,96
CS4868,18-Nov-11,62
CS3130,1-Jan-12,54
CS5003,12-Jul-12,85
CS5541,16-Feb-14,62
CS2856,6-Mar-12,50
CS3599,19-May-13,53
CS3041,19-Jun-11,83
CS2545,30-Apr-12,60
CS5003,13-Apr-13,71
CS2322,25-Dec-12,91
CS1721,26-Jun-14,61
CS4934,7-Jul-13,46
CS1158,23-Jun-13,94
CS5566,8-Apr-13,49
CS2813,24-May-13,83
CS3169,30-Jan-15,46
CS2441,25-Oct-14,74
CS5745,13-Oct-14,43
CS5607,8-Jan-13,99
CS4184,17-Aug-12,75
CS3165,24-Aug-14,87
CS1789,25-May-13,104
CS3832,1-Jul-13,76
CS3109,20-Feb-15,60
CS5601,12-Sep-12,48
CS3373,6-Mar-12,40
CS2908,10-Jan-15,72
CS2055,15-Nov-11,68
CS5846,11-Sep-12,87
CS4270,22-Mar-12,73
CS4421,23-Apr-14,100
CS4541,24-Aug-12,58
CS4677,14-Jan-13,41
CS1994,18-Nov-11,74
CS2530,14-Mar-15,47
CS2214,21-Oct-12,78
CS5936,23-Oct-13,84
CS2990,4-Oct-13,69
CS2248,14-Aug-11,79
CS1395,26-Jun-14,79
CS5790,9-Feb-12,86
CS4604,7-May-13,95
CS1810,17-Feb-12,97
CS2994,18-Jun-14,60
CS3070,20-Jan-12,55
CS3655,29-Nov-12,71
CS5139,29-Jun-11,57
CS1287,1-Mar-13,101
CS3974,9-Jun-13,59
CS5976,10-Oct-12,35
CS1848,20-Feb-14,91
CS1593,8-Sep-12,75
CS2964,13-Mar-12,89
CS3005,11-Jan-15,75
CS1881,8-Jun-13,88
CS3682,5-Sep-14,89
CS2792,23-Jun-12,61
CS3061,30-Sep-14,57
CS5043,17-Dec-12,49
CS1764,25-Dec-14,95
CS4239,30-Oct-13,46
CS5591,26-Sep-12,72
CS1818,19-Oct-12,69
CS3337,22-Sep-11,44
CS1565,15-Feb-14,55
CS1305,1-Jul-14,79
CS5550,26-Aug-12,68
CS1489,6-Mar-13,43
CS2662,1-Jan-15,39
CS2004,31-Jan-14,59
CS5305,3-May-13,93
CS3578,10-Aug-11,102
CS3326,7-Sep-11,35
CS5099,28-May-12,53
CS4965,7-Jul-12,58
CS3984,2-Oct-12,41
CS2766,2-Jul-14,87
CS3926,15-Mar-15,78
CS2610,26-Dec-14,76
CS3776,12-Apr-12,60
CS1904,14-Jul-13,36
CS2726,22-Jan-14,41
CS5167,17-May-13,57
CS4800,1-Mar-14,65
CS3859,30-Jul-13,78
CS2494,2-Jul-11,65
CS1445,11-Feb-13,92
CS4916,13-Aug-11,64
CS3990,29-Jun-14,54
CS5027,27-Dec-11,67
CS1919,27-Jun-11,89
CS4704,29-Jul-12,44
CS4685,22-Sep-11,42
CS5995,19-Nov-13,42
CS3888,9-May-12,47
CS5784,8-Dec-11,83
CS5082,21-Mar-14,86
CS5755,5-Jun-11,82
CS3498,8-Nov-13,65
CS3122,8-Feb-12,40
CS2804,3-Jan-13,92
CS5966,20-Mar-12,45
CS2785,1-Dec-12,60
CS2692,1-Dec-12,69
CS3884,9-Jan-13,83
CS1454,9-Mar-14,35
CS4995,18-Nov-14,56
CS4801,6-Aug-13,52
CS3145,14-Nov-14,61
CS5473,22-Jul-13,92
CS5706,6-Jan-15,82
CS4324,9-Nov-12,66
CS5632,19-Mar-12,88
CS2150,2-Oct-13,44
CS4829,17-Jan-12,58
CS2404,7-Nov-14,65
CS2959,15-Jan-12,98
CS5800,4-Nov-14,36
CS1166,4-May-12,95
CS5278,31-Mar-12,50
CS6065,20-Jun-13,56
CS4262,4-Feb-15,92
CS5991,8-May-14,81
CS4996,15-Jul-12,41
CS2224,30-Sep-11,39
CS2973,23-Jun-12,93
CS4078,15-Jan-13,94
CS2744,5-Nov-12,50
CS5936,26-Dec-11,80
CS2548,30-May-13,84
CS1388,29-Aug-11,44
CS5052,5-Jan-12,54
CS3168,1-Feb-12,72
CS5527,22-Aug-12,99
CS3369,3-Jul-14,77
CS2985,23-May-13,76
CS1708,5-Oct-13,55
CS5402,23-Jun-11,79
CS3823,18-Jun-11,90
CS4583,6-Oct-12,75
CS5268,12-Nov-14,44
CS3180,31-Aug-12,76
CS2907,16-Nov-14,35
CS2789,2-Jul-11,94
CS1121,27-Mar-14,41
CS1848,24-Jun-11,51
CS1982,20-Feb-15,66
CS3808,5-Jul-11,100
CS3162,4-Jan-13,44
CS2791,18-Jun-11,68
CS5316,30-Aug-13,88
CS1289,7-Oct-14,57
CS1812,20-Jun-13,39
CS3652,12-May-12,74
CS5477,3-Jan-15,96
CS2044,2-Feb-13,40
CS2719,2-Jul-14,60
CS2658,17-Feb-15,102
CS3305,15-Sep-14,104
CS1198,21-Dec-11,89
CS4351,29-Sep-14,38
CS4283,25-Jan-12,68
CS2736,24-Jun-13,95
CS2484,24-Jan-14,75
CS2424,14-Oct-13,86
CS3292,3-Aug-14,88
CS5002,29-Dec-11,94
CS4606,2-Dec-11,58
CS3217,29-Aug-13,90
CS6027,28-Jul-12,101
CS1182,4-Jul-11,43
CS4681,4-Oct-13,56
CS4642,4-Mar-15,37
CS2706,18-Aug-14,88
CS2581,13-Oct-13,93
CS2608,13-Jan-15,35
CS2255,4-Jun-14,90
CS6038,29-Oct-11,48
CS2881,26-Sep-12,40
CS5994,30-Jun-13,89
CS3101,27-Aug-14,82
CS4232,25-Aug-14,73
CS3839,5-Aug-14,58
CS5042,19-Oct-13,41
CS2025,2-Nov-12,78
CS4898,22-Oct-13,40
CS3480,20-May-14,69
CS4026,24-May-11,104
CS3934,4-Sep-12,52
CS4827,10-Jan-12,49
CS3881,2-May-14,103
CS2567,16-Dec-13,53
CS1711,31-Dec-13,67
CS1503,18-Feb-12,74
CS3893,13-Nov-14,101
CS3154,6-Nov-14,44
CS5482,28-Jun-12,46
CS1141,12-Apr-14,94
CS2339,5-Sep-14,69
CS1631,17-Aug-13,80
CS4571,9-Jun-11,50
CS5162,18-Jul-13,92
CS1115,3-May-12,88
CS4199,15-Jan-13,46
CS1419,22-Nov-11,76
CS4059,17-Nov-11,86
CS1337,23-Oct-11,94
CS2036,7-Jul-13,55
CS6027,13-Mar-15,83
CS2143,7-Jan-13,105
CS2980,4-Oct-11,65
CS3996,11-Feb-12,62
CS4085,9-Jan-14,64
CS2970,6-Oct-12,76
CS1115,12-Feb-12,50
CS3508,4-Aug-14,94
CS5932,1-Jan-14,41
CS2591,31-Mar-12,71
CS2202,18-Nov-13,48
CS2059,16-Oct-13,59
CS4890,7-Nov-12,80
CS3926,12-Jul-12,97
CS1633,28-Oct-13,101
CS2372,2-Jul-13,69
CS4145,7-Dec-14,47
CS3695,14-Mar-15,104
CS3657,15-Nov-11,68
CS4011,27-Sep-14,65
CS3996,26-May-14,67
CS1994,25-Apr-14,90
CS5389,16-Oct-12,86
CS2395,9-Apr-13,91
CS1453,26-Nov-13,41
CS2761,27-Mar-12,103
CS4237,3-Feb-12,79
CS4768,17-May-14,75
CS4510,19-Oct-12,92
CS4864,21-May-14,64
CS4273,13-Mar-13,55
CS4313,29-Jan-13,77
CS4495,22-Dec-11,69
CS1959,22-Jun-11,39
CS5475,12-Mar-15,65
CS2845,1-Mar-14,82
CS1560,6-Jan-12,75
CS2327,24-Sep-12,76
CS4064,9-Feb-12,40
CS2683,15-Sep-12,42
CS5507,18-Feb-13,57
CS2545,1-May-12,38
CS2129,23-Jun-12,83
CS5349,28-Oct-13,88
CS4411,7-May-12,54
CS3406,15-Nov-14,72
CS1620,8-Mar-13,86
CS2695,24-Oct-11,39
CS5430,22-Jan-14,65
CS5253,23-Oct-13,61
CS5236,10-Dec-11,52
CS1153,22-May-13,52
CS2764,1-Dec-13,75
